,file,error
0,frame5402.png,2.011611477326188
1,frame661.png,4.5264001221307995
2,frame2492.png,0.5925825878583797
3,frame4649.png,0.69967462104571
4,frame13009.png,8.74520726426431
5,frame5623.png,0.39450085311584443
6,frame97.png,3.2143178593482182
7,frame3645.png,1.2808844606242722
8,frame2410.png,0.8014586260122019
9,frame5584.png,1.244934925128247
10,frame2970.png,2.99425017774232
11,frame13192.png,0.3712352235183201
12,frame13328.png,3.107278308520558
13,frame4847.png,4.888576341972028
14,frame3653.png,2.7892545342534625
15,frame2693.png,2.628478109525012
16,frame3545.png,1.3159518965592039
17,frame5130.png,2.7945952425369276
18,frame4252.png,1.6646286383067597
19,frame766.png,4.210340808684938
20,frame3638.png,3.9789325518359515
21,frame6666.png,4.762203852261214
22,frame6231.png,2.0216092486903685
23,frame6741.png,7.43819582841844
24,frame3306.png,3.6411064910620734
25,frame170.png,3.708647091034731
26,frame3326.png,2.906386568857711
27,frame693.png,5.703009434016571
28,frame5079.png,2.4129988975421433
29,frame4880.png,8.49618342951054
30,frame13883.png,5.435208466451777
31,frame4668.png,2.005138871870355
32,frame5074.png,1.5659159056510454
33,frame2306.png,2.6709342365398134
34,frame1298.png,0.8524349516468428
35,frame593.png,4.68691965059518
36,frame2512.png,0.36934902789793866
37,frame3176.png,2.7904040659392844
38,frame1724.png,3.50699370457436
39,frame6526.png,1.700644157367525
40,frame4471.png,4.782042425540387
41,frame309.png,4.894493680758037
42,frame6461.png,2.067923756844225
43,frame5903.png,3.368100098634453
44,frame2846.png,3.482639040785668
45,frame4644.png,2.5283307790447496
46,frame321.png,4.298804391859792
47,frame5764.png,5.12253872816118
48,frame13810.png,3.6390488936865286
49,frame734.png,4.400230315956593
50,frame3730.png,3.3095044143979
51,frame1869.png,3.1597067736040207
52,frame4206.png,4.387724335640759
53,frame13035.png,1.9633509267172606
54,frame1199.png,1.6277451001503522
55,frame13816.png,2.237990009883385
56,frame1982.png,3.088720190053693
57,frame4172.png,1.7617623529012842
58,frame6678.png,1.0418354123899423
59,frame1915.png,8.965385950655184
60,frame13087.png,0.6212632065519911
61,frame3898.png,1.9881544626771053
62,frame2493.png,1.0678169897856977
63,frame1378.png,2.2938047614567862
64,frame3460.png,3.5601119821725944
65,frame4187.png,3.3417422482029395
66,frame1039.png,2.4754357622519656
67,frame2053.png,3.062104668344768
68,frame2960.png,2.2167975676216187
69,frame5208.png,0.33254512122635066
70,frame847.png,3.339830677734692
71,frame3953.png,0.6471602923529584
72,frame2469.png,2.397814340107646
73,frame1948.png,1.2331022733251344
74,frame13861.png,2.9849074386339485
75,frame2142.png,0.46008523498708626
76,frame2566.png,2.861016179882942
77,frame2687.png,1.7813924416283216
78,frame4900.png,5.125908698466497
79,frame3259.png,1.717500851591499
80,frame2837.png,0.764334465025888
81,frame168.png,9.6803306683732
82,frame3415.png,1.9227838500680439
83,frame13164.png,4.4345155432571985
84,frame2116.png,2.126271732520417
85,frame511.png,2.115490967229088
86,frame13336.png,2.396801148281906
87,frame2147.png,2.6385313417705123
88,frame2317.png,2.056367080938061
89,frame4868.png,2.823511754419123
90,frame241.png,1.404275369164474
91,frame5275.png,1.1155890694963073
92,frame3097.png,0.8257952436422658
93,frame13013.png,2.53051266308614
94,frame3215.png,3.3585200621890556
95,frame1925.png,8.412667632220163
96,frame5744.png,4.292536952915596
97,frame1971.png,2.164890571846542
98,frame1834.png,3.461859631144109
99,frame1345.png,5.795034669379473
100,frame4647.png,1.0981938455787599
101,frame13175.png,1.9163516624991643
102,frame615.png,1.585185236786846
103,frame1415.png,9.630639697748022
104,frame3975.png,1.0676632017292835
105,frame4519.png,1.5521311443644032
106,frame82.png,4.495628885578171
107,frame2636.png,6.461272428502825
108,frame736.png,5.034331050087136
109,frame3949.png,3.1345376768153734
110,frame120.png,0.7515964807939606
111,frame4696.png,3.8154712539998004
112,frame2221.png,1.0589746485469351
113,frame5421.png,0.43374010739286506
114,frame13835.png,1.3153454223297818
115,frame13194.png,1.5771275628187678
116,frame13667.png,3.510082234208111
117,frame682.png,2.4860812492794797
118,frame3543.png,3.96057265933162
119,frame5622.png,2.474718805955504
120,frame4077.png,3.03117000494097
121,frame6552.png,1.2013238649816198
122,frame13102.png,3.1795453301148617
123,frame5168.png,3.2736215546799428
124,frame1997.png,3.661065628664814
125,frame5495.png,3.1734295959417658
126,frame1877.png,5.243889629850246
127,frame3561.png,4.4786850396153195
128,frame1006.png,3.894455975242205
129,frame4672.png,1.7337482403002467
130,frame6243.png,1.9729535493155061
131,frame13413.png,2.3390014459087274
132,frame2873.png,3.6934211851633143
133,frame13586.png,4.599580250382596
134,frame2052.png,2.0580367015174215
135,frame3991.png,4.248134838651439
